Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Package,"(Unnamed_Package)",1,1,1,1,3,0,3,0,,,,,3,0,0,,3,,2,0,,,,2,,0,0,0,2,,17,,,,3,,,,14,,,7,2,0,,,,,,,4,9,7,,,2,,,,,,,,1,1,1,1,,,0,,,,0.00,2,2,2,2
Class,"String",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,3,,,,1,,,,2,,,1,0,0,,,,,,,0,1,1,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Class,"TestingIO",1,1,1,1,3,0,3,0,1,0,0,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,5,,,,0,,,,5,,,2,1,0,,,,,,,1,3,2,,,1,,,,,,,,1,1,1,1,,1,0,,0,0,0.00,1,1,1,1
Public Constructor,"TestingIO.TestingIO()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"TestingLog4j",1,1,1,1,3,0,3,0,1,0,0,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,5,,,,0,,,,5,,,2,1,0,,,,,,,1,3,2,,,1,,,,,,,,1,1,1,1,,1,0,,0,0,0.00,1,1,1,1
Public Constructor,"TestingLog4j.TestingLog4j()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
File,"buildSrc\formatterConfig.xml",0,0,0,0,362,0,362,0,,,,,0,,,0,,0,,,,,,,,,,,,,362,0,0,0,0,0,0,0,362,0,0,,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"buildSrc\reaper\src\main\java\org\elasticsearch\gradle\reaper\Reaper.java",2,2,2,1,9,0,9,0,,,,,1,1,0,7,,7,5,2,,,,6,,0,4,0,2,,128,,,,13,,,,79,,,27,42,37,,,,,,,42,59,27,,,32,,,,,,,,4,4,4,1,,,3,,,,0.47,15,15,15,7
File,"buildSrc\src\integTest\java\org\elasticsearch\gradle\BuildPluginIT.java",1,1,1,1,12,0,12,0,,,,,1,0,0,7,,7,6,1,,,,6,,0,1,0,5,,134,,,,15,,,,99,,,47,61,22,,,,,,,54,66,44,,,22,,,,,,,,3,3,3,3,,,2,,,,0.22,9,9,9,9
File,"buildSrc\src\integTest\java\org\elasticsearch\gradle\ExportElasticsearchBuildResourcesTaskIT.java",1,1,1,1,8,1,7,0,,,,,1,0,1,3,,3,3,0,,,,3,,0,0,0,3,,57,,,,10,,,,29,,,10,18,18,,,,,,,18,22,10,,,12,,,,,,,,1,1,1,1,,,0,,,,0.62,3,3,3,3
File,"buildSrc\src\integTest\java\org\elasticsearch\gradle\ReaperPluginIT.java",1,1,1,1,4,0,4,0,,,,,1,0,0,2,,2,2,1,,,,2,,0,0,0,2,,39,,,,4,,,,17,,,11,4,18,,,,,,,10,13,10,,,3,,,,,,,,1,1,1,1,,,0,,,,1.06,2,2,2,2
File,"buildSrc\src\integTest\java\org\elasticsearch\gradle\precommit\TestingConventionsTasksIT.java",1,1,1,1,12,0,12,0,,,,,1,0,0,9,,9,9,0,,,,9,,0,0,0,9,,150,,,,12,,,,120,,,39,95,18,,,,,,,30,40,31,,,9,,,,,,,,1,1,1,1,,,0,,,,0.15,9,9,9,9
File,"buildSrc\src\integTest\java\org\elasticsearch\gradle\precommit\ThirdPartyAuditTaskIT.java",1,1,1,1,14,0,13,0,,,,,1,0,0,7,,7,7,0,,,,7,,0,0,0,7,,139,,,,15,,,,104,,,24,82,20,,,,,,,29,37,18,,,19,,,,,,,,1,1,1,1,,,0,,,,0.19,7,7,7,7
File,"buildSrc\src\integTest\java\org\elasticsearch\gradle\tar\SymbolicLinkPreservingTarIT.java",1,1,1,1,8,0,8,0,,,,,2,0,0,13,,14,12,1,,,,12,,1,4,0,7,,168,,,,19,,,,131,,,50,77,18,,,,,,,79,101,46,,,55,,,,,,,,9,9,9,1,,,3,,,,0.14,21,21,21,13
File,"buildSrc\src\main\groovy\org\elasticsearch\gradle\ResolveAllDependencies.java",1,1,1,1,4,0,4,0,,,,,1,1,0,4,,4,1,1,,,,2,,2,0,0,0,,52,,,,8,,,,26,,,13,8,18,,,,,,,13,19,12,,,7,,,,,,,,4,4,4,4,,,2,,,,0.69,7,7,7,7
File,"buildSrc\src\main\groovy\org\elasticsearch\gradle\test\TestWithSslPlugin.java",1,1,1,1,12,1,10,1,,,,,1,0,0,8,,8,1,0,,,,1,,0,0,0,1,,87,,,,11,,,,55,,,25,37,22,,,,,,,39,41,22,,,19,,,,,,,,1,1,1,1,,,0,,,,0.40,8,8,8,8
File,"buildSrc\src\main\java\org\elasticsearch\gradle\AbstractLazyPropertyCollection.java",1,1,1,1,4,0,4,0,,,,,1,0,0,3,,4,4,2,,,,4,,1,0,0,3,,45,,,,8,,,,19,,,9,5,18,,,,,,,9,14,9,,,5,,,,,,,,3,3,3,1,,,1,,,,0.95,5,5,5,3
File,"buildSrc\src\main\java\org\elasticsearch\gradle\Architecture.java",2,1,2,1,4,0,4,0,,,,,1,1,0,3,,1,2,2,,,,3,,0,0,0,3,,40,,,,5,,,,17,,,6,9,18,,,,,,,6,8,4,,,4,,,,,,,,4,2,4,1,,,1,,,,1.06,6,4,6,3
File,"buildSrc\src\main\java\org\elasticsearch\gradle\BuildPlugin.java",1,1,1,1,9,0,8,0,,,,,1,2,0,13,,13,1,0,,,,3,,0,1,0,2,,99,,,,10,,,,66,,,22,40,23,,,,,,,39,46,21,,,25,,,,,,,,2,2,5,1,,,1,,,,0.35,16,16,19,13
File,"buildSrc\src\main\java\org\elasticsearch\gradle\BwcVersions.java",1,1,1,1,9,0,7,0,,,,,2,0,1,29,,29,20,6,,,,20,,1,8,1,10,,374,,,,44,,,,245,,,71,156,85,,,,,,,102,145,71,,,74,,,,,,,,7,6,7,6,,,3,,,,0.35,53,49,56,38
File,"buildSrc\src\main\java\org\elasticsearch\gradle\ConcatFilesTask.java",1,1,1,1,4,0,4,0,,,,,1,0,0,10,,10,10,4,,,,10,,0,0,0,10,,112,,,,20,,,,68,,,38,18,24,,,,,,,34,50,34,,,16,,,,,,,,4,4,4,1,,,1,,,,0.35,13,13,13,10
File,"buildSrc\src\main\java\org\elasticsearch\gradle\DependenciesGraphPlugin.java",1,1,1,1,11,0,10,0,,,,,2,0,0,6,,6,2,0,,,,2,,0,0,0,2,,78,,,,8,,,,50,,,21,29,20,,,,,,,24,31,19,,,12,,,,,,,,3,3,4,1,,,2,,,,0.40,9,9,10,6
File,"buildSrc\src\main\java\org\elasticsearch\gradle\DependenciesGraphTask.java",1,1,1,1,13,0,12,0,,,,,1,0,0,7,,7,7,3,,,,7,,1,0,0,6,,161,,,,14,,,,117,,,45,71,30,,,,,,,54,68,42,,,26,,,,,,,,6,6,6,3,,,2,,,,0.26,12,12,12,9
File,"buildSrc\src\main\java\org\elasticsearch\gradle\DependenciesInfoPlugin.java",1,1,1,1,9,0,9,0,,,,,1,0,0,3,,3,1,0,,,,1,,0,0,0,1,,45,,,,4,,,,23,,,11,12,18,,,,,,,14,16,10,,,6,,,,,,,,1,1,1,1,,,0,,,,0.78,3,3,3,3
File,"buildSrc\src\main\java\org\elasticsearch\gradle\DependenciesInfoTask.java",1,1,1,1,8,0,6,1,,,,,1,0,0,19,,19,15,5,,,,15,,0,0,3,12,,239,,,,32,,,,145,,,71,73,64,,,,,,,69,91,62,,,29,,,,,,,,4,4,4,4,,,2,,,,0.44,25,25,26,22
File,"buildSrc\src\main\java\org\elasticsearch\gradle\DistributionDependency.java",1,1,1,1,3,0,3,0,,,,,2,1,0,4,,6,5,1,,,,6,,3,0,0,3,,48,,,,8,,,,22,,,12,4,18,,,,,,,8,14,10,,,4,,,,,,,,1,1,1,1,,,0,,,,0.82,4,4,4,4
File,"buildSrc\src\main\java\org\elasticsearch\gradle\DistributionDownloadPlugin.java",1,1,1,1,7,0,6,0,,,,,1,4,7,22,,22,6,2,,,,10,,0,7,0,3,,199,,,,21,,,,140,,,56,88,40,,,,,,,79,97,51,,,46,,,,,,,,8,8,9,1,,,2,,,,0.29,31,31,32,22
File,"buildSrc\src\main\java\org\elasticsearch\gradle\DistributionResolution.java",1,1,1,1,3,0,3,0,,,,,2,0,0,6,,7,7,3,,,,7,,1,0,0,6,,56,,,,10,,,,28,,,14,6,18,,,,,,,12,20,14,,,6,,,,,,,,1,1,1,1,,,0,,,,0.64,6,6,6,6
File,"buildSrc\src\main\java\org\elasticsearch\gradle\DockerBase.java",1,1,1,1,1,0,1,0,,,,,1,0,0,4,,2,4,4,,,,4,,1,0,0,3,,41,,,,5,,,,13,,,8,2,23,,,,,,,5,7,5,,,2,,,,,,,,1,1,1,1,,,0,,,,1.77,4,4,4,4
File,"buildSrc\src\main\java\org\elasticsearch\gradle\ElasticsearchDistribution.java",1,1,1,1,5,0,5,0,,,,,4,0,1,41,,35,36,24,,,,36,,2,1,0,33,,330,,,,46,,,,256,,,87,121,30,,,,,,,100,149,62,,,87,,,,,,,,14,14,16,1,,,3,,,,0.12,67,61,72,41
File,"buildSrc\src\main\java\org\elasticsearch\gradle\ElasticsearchJavaPlugin.java",1,1,1,1,15,0,10,4,,,,,2,7,0,28,,28,2,0,,,,9,,1,3,0,5,,294,,,,22,,,,182,,,56,119,90,,,,,,,113,127,55,,,72,,,,,,,,2,2,4,1,,,1,,,,0.49,32,32,35,28
File,"buildSrc\src\main\java\org\elasticsearch\gradle\ElasticsearchTestBasePlugin.java",1,1,2,1,48,7,32,9,,,,,2,0,0,7,,7,2,0,,,,2,,0,0,0,2,,209,,,,31,,,,125,,,35,94,55,,,,,,,75,84,33,,,51,,,,,,,,5,5,6,1,,,1,,,,0.44,13,13,15,7
File,"buildSrc\src\main\java\org\elasticsearch\gradle\EmptyDirTask.java",1,1,1,1,4,0,3,1,,,,,1,0,0,8,,8,8,2,,,,8,,0,0,0,8,,89,,,,14,,,,42,,,24,10,33,,,,,,,19,28,19,,,9,,,,,,,,1,1,1,1,,,0,,,,0.79,8,8,8,8
File,"buildSrc\src\main\java\org\elasticsearch\gradle\ExportElasticsearchBuildResourcesTask.java",1,1,1,1,6,0,6,0,,,,,1,0,0,8,,8,7,3,,,,7,,0,0,0,7,,111,,,,14,,,,71,,,36,26,26,,,,,,,39,51,32,,,19,,,,,,,,3,3,3,1,,,2,,,,0.37,12,12,13,8
File,"buildSrc\src\main\java\org\elasticsearch\gradle\FileSupplier.java",0,0,0,0,0,0,0,0,,,,,1,0,0,0,,0,0,0,,,,0,,0,0,0,0,,24,,,,2,,,,4,,,4,0,18,,,,,,,3,4,4,,,0,,,,,,,,0,0,0,0,,,0,,,,4.50,0,0,0,0
File,"buildSrc\src\main\java\org\elasticsearch\gradle\FileSystemOperationsAware.java",0,0,0,0,0,0,0,0,,,,,1,0,0,0,,1,1,0,,,,1,,1,0,0,0,,30,,,,3,,,,5,,,4,0,22,,,,,,,3,4,4,,,0,,,,,,,,0,0,0,0,,,0,,,,4.40,0,0,0,0
File,"buildSrc\src\main\java\org\elasticsearch\gradle\Jdk.java",1,1,1,1,5,0,5,0,,,,,3,0,5,26,,26,26,10,,,,26,,2,2,0,22,,217,,,,34,,,,161,,,56,75,22,,,,,,,76,113,55,,,58,,,,,,,,5,5,5,1,,,2,,,,0.14,38,38,40,26
File,"buildSrc\src\main\java\org\elasticsearch\gradle\JdkDownloadPlugin.java",1,1,1,1,11,0,10,0,,,,,1,3,5,14,,14,2,0,,,,5,,0,3,0,2,,168,,,,17,,,,123,,,39,90,30,,,,,,,64,75,35,,,40,,,,,,,,6,6,6,1,,,2,,,,0.24,22,22,23,14
File,"buildSrc\src\main\java\org\elasticsearch\gradle\LazyFileOutputStream.java",1,1,1,1,6,0,5,0,,,,,2,0,0,7,,7,7,1,,,,7,,1,1,0,5,,69,,,,9,,,,38,,,14,16,22,,,,,,,16,24,14,,,10,,,,,,,,1,1,1,1,,,0,,,,0.58,7,7,7,7
File,"buildSrc\src\main\java\org\elasticsearch\gradle\LazyPropertyList.java",1,1,1,1,3,0,3,0,,,,,2,0,0,38,,38,33,3,,,,33,,1,1,0,31,,232,,,,40,,,,168,,,76,56,24,,,,,,,59,100,53,,,47,,,,,,,,3,3,3,3,,,2,,,,0.14,43,43,43,40
File,"buildSrc\src\main\java\org\elasticsearch\gradle\LazyPropertyMap.java",1,1,1,1,3,0,3,0,,,,,2,0,0,31,,31,26,5,,,,26,,1,2,0,23,,188,,,,31,,,,139,,,66,49,18,,,,,,,53,82,48,,,34,,,,,,,,2,2,2,1,,,1,,,,0.13,35,35,35,31
File,"buildSrc\src\main\java\org\elasticsearch\gradle\LoggedExec.java",2,2,2,1,11,0,11,0,,,,,2,3,2,12,,12,4,2,,,,7,,0,1,0,6,,162,,,,11,,,,127,,,43,68,24,,,,,,,65,85,41,,,44,,,,,,,,5,5,5,3,,,3,,,,0.19,24,24,24,14
File,"buildSrc\src\main\java\org\elasticsearch\gradle\LoggingOutputStream.java",3,3,3,2,16,1,13,1,,,,,1,0,1,2,,3,3,3,,,,3,,0,0,1,2,,82,,,,11,,,,40,,,15,22,31,,,,,,,21,29,13,,,16,,,,,,,,5,5,5,3,,,2,,,,0.78,7,7,7,4
File,"buildSrc\src\main\java\org\elasticsearch\gradle\OS.java",1,1,1,1,4,0,4,0,,,,,2,3,0,10,,8,7,4,,,,10,,0,0,0,10,,90,,,,14,,,,58,,,22,25,18,,,,,,,28,41,19,,,22,,,,,,,,4,4,5,4,,,1,,,,0.31,14,14,15,13
File,"buildSrc\src\main\java\org\elasticsearch\gradle\PropertyNormalization.java",1,1,1,1,0,0,0,0,,,,,1,0,0,2,,0,2,2,,,,2,,0,0,0,2,,31,,,,2,,,,5,,,4,0,24,,,,,,,1,2,2,,,0,,,,,,,,1,1,1,1,,,0,,,,4.80,2,2,2,2
File,"buildSrc\src\main\java\org\elasticsearch\gradle\PublishPlugin.java",1,1,1,1,10,0,9,0,,,,,2,5,0,21,,21,2,0,,,,7,,1,4,0,2,,159,,,,21,,,,114,,,47,72,24,,,,,,,78,87,47,,,40,,,,,,,,2,2,2,1,,,1,,,,0.21,22,22,22,21
File,"buildSrc\src\main\java\org\elasticsearch\gradle\ReaperPlugin.java",1,1,1,1,9,1,7,0,,,,,1,0,0,2,,2,1,0,,,,1,,0,0,0,1,,51,,,,8,,,,22,,,12,11,21,,,,,,,10,13,9,,,4,,,,,,,,2,2,2,1,,,1,,,,0.95,3,3,3,2
File,"buildSrc\src\main\java\org\elasticsearch\gradle\ReaperService.java",1,1,1,1,9,0,8,1,,,,,1,0,2,13,,13,9,6,,,,9,,1,4,0,4,,181,,,,21,,,,131,,,43,78,31,,,,,,,65,87,41,,,46,,,,,,,,5,5,5,3,,,3,,,,0.24,25,25,25,15
File,"buildSrc\src\main\java\org\elasticsearch\gradle\RepositoriesSetupPlugin.java",2,2,2,1,13,0,11,1,,,,,1,2,2,7,,7,1,0,,,,3,,0,1,0,2,,114,,,,10,,,,77,,,32,46,28,,,,,,,41,54,30,,,24,,,,,,,,4,4,4,1,,,2,,,,0.36,15,15,16,7
File,"buildSrc\src\main\java\org\elasticsearch\gradle\SimpleCommandLineArgumentProvider.java",1,1,1,1,3,0,3,0,,,,,1,0,0,2,,2,2,1,,,,2,,0,0,0,2,,42,,,,6,,,,14,,,9,2,22,,,,,,,7,10,8,,,2,,,,,,,,1,1,1,1,,,0,,,,1.57,2,2,2,2
File,"buildSrc\src\main\java\org\elasticsearch\gradle\SystemPropertyCommandLineArgumentProvider.java",1,1,1,1,4,0,4,0,,,,,1,0,0,5,,5,4,1,,,,4,,0,0,0,4,,58,,,,7,,,,32,,,15,13,19,,,,,,,12,17,13,,,4,,,,,,,,2,2,2,1,,,0,,,,0.59,6,6,6,5
File,"buildSrc\src\main\java\org\elasticsearch\gradle\Version.java",1,1,1,1,3,0,3,0,,,,,2,3,2,22,,20,19,6,,,,22,,0,1,1,20,,165,,,,29,,,,104,,,42,42,32,,,,,,,44,70,35,,,35,,,,,,,,4,4,6,3,,,1,,,,0.31,28,28,31,24
File,"buildSrc\src\main\java\org\elasticsearch\gradle\VersionProperties.java",1,1,1,1,5,0,5,0,,,,,1,8,7,8,,8,0,2,,,,8,,0,1,0,7,,106,,,,13,,,,72,,,27,36,22,,,,,,,38,52,27,,,25,,,,,,,,5,3,5,1,,,1,,,,0.31,14,11,14,8
File,"buildSrc\src\main\java\org\elasticsearch\gradle\checkstyle\SnippetLengthCheck.java",1,1,1,1,6,0,5,0,,,,,2,2,1,8,,8,5,3,,,,7,,2,1,1,3,,103,,,,12,,,,66,,,31,25,27,,,,,,,31,47,28,,,19,,,,,,,,6,6,6,5,,,2,,,,0.41,15,15,15,12
File,"buildSrc\src\main\java\org\elasticsearch\gradle\dependencies\CompileOnlyResolvePlugin.java",1,1,1,1,9,0,9,0,,,,,1,0,1,3,,3,1,0,,,,1,,0,0,0,1,,45,,,,4,,,,23,,,12,11,18,,,,,,,13,16,10,,,6,,,,,,,,2,2,2,1,,,1,,,,0.78,4,4,4,3
File,"buildSrc\src\main\java\org\elasticsearch\gradle\docker\DockerBuildTask.java",1,1,1,1,6,0,5,0,,,,,3,0,1,19,,25,21,8,,,,21,,6,1,0,14,,199,,,,36,,,,139,,,69,53,24,,,,,,,77,102,60,,,42,,,,,,,,4,4,4,3,,,2,,,,0.17,25,25,25,21
File,"buildSrc\src\main\java\org\elasticsearch\gradle\docker\DockerSupportPlugin.java",1,1,1,1,8,0,7,0,,,,,1,0,2,5,,5,1,0,,,,1,,0,0,0,1,,68,,,,8,,,,37,,,17,22,23,,,,,,,16,20,14,,,6,,,,,,,,2,2,2,1,,,1,,,,0.62,7,7,7,5
File,"buildSrc\src\main\java\org\elasticsearch\gradle\docker\DockerSupportService.java",1,1,2,1,12,1,8,2,,,,,4,2,4,23,,25,17,11,,,,19,,8,8,0,3,,401,,,,58,,,,235,,,100,132,108,,,,,,,115,151,88,,,63,,,,,,,,7,7,11,3,,,5,,,,0.46,41,41,49,27
File,"buildSrc\src\main\java\org\elasticsearch\gradle\http\WaitForHttpResource.java",2,2,2,1,8,0,7,0,,,,,1,0,1,18,,18,18,7,,,,18,,2,6,1,9,,229,,,,25,,,,180,,,70,89,25,,,,,,,96,137,73,,,64,,,,,,,,5,5,5,3,,,3,,,,0.14,37,37,37,24
File,"buildSrc\src\main\java\org\elasticsearch\gradle\info\BuildParams.java",1,1,1,1,3,0,3,0,,,,,3,22,19,49,,47,25,3,,,,47,,1,3,0,43,,280,,,,54,,,,195,,,82,65,31,,,,,,,83,134,80,,,54,,,,,,,,2,2,2,1,,,1,,,,0.16,54,54,54,49
File,"buildSrc\src\main\java\org\elasticsearch\gradle\info\GlobalBuildInfoPlugin.java",2,2,2,1,14,0,12,1,,,,,2,11,3,29,,29,9,5,,,,20,,1,14,0,5,,470,,,,44,,,,373,,,138,235,54,,,,,,,214,275,134,,,141,,,,,,,,10,10,10,5,,,6,,,,0.14,67,67,68,37
File,"buildSrc\src\main\java\org\elasticsearch\gradle\info\JavaHome.java",1,1,1,1,3,0,3,0,,,,,1,1,0,4,,4,3,2,,,,4,,0,1,0,3,,45,,,,7,,,,20,,,10,5,18,,,,,,,10,15,10,,,5,,,,,,,,1,1,1,1,,,0,,,,0.90,4,4,4,4
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\BwcGitExtension.java",1,1,1,1,3,0,3,0,,,,,1,0,0,6,,6,6,3,,,,6,,0,0,0,6,,60,,,,11,,,,31,,,18,6,18,,,,,,,16,23,17,,,6,,,,,,,,1,1,1,1,,,0,,,,0.58,6,6,6,6
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\BwcSetupExtension.java",1,1,1,1,14,0,13,0,,,,,2,1,0,15,,15,6,5,,,,7,,2,2,0,3,,175,,,,18,,,,132,,,45,75,25,,,,,,,66,85,41,,,44,,,,,,,,8,8,8,1,,,2,,,,0.19,25,25,25,15
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\DistributionArchive.java",1,1,1,1,2,0,2,0,,,,,1,0,0,9,,9,6,3,,,,6,,0,0,0,6,,63,,,,11,,,,34,,,18,9,18,,,,,,,19,26,17,,,9,,,,,,,,1,1,1,1,,,0,,,,0.53,9,9,9,9
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\DistributionArchiveCheckExtension.java",1,1,1,1,3,0,3,0,,,,,1,0,0,1,,1,1,1,,,,1,,0,0,0,1,,32,,,,5,,,,9,,,6,1,18,,,,,,,5,7,6,,,1,,,,,,,,1,1,1,1,,,0,,,,2.00,1,1,1,1
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\InternalBwcGitPlugin.java",1,1,1,1,11,0,9,0,,,,,1,1,0,25,,25,6,4,,,,7,,0,4,0,3,,222,,,,28,,,,157,,,74,104,38,,,,,,,104,117,61,,,56,,,,,,,,3,3,3,3,,,1,,,,0.24,30,30,31,27
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\InternalDistributionArchiveCheckPlugin.java",1,1,1,1,12,0,11,0,,,,,5,6,0,27,,27,13,1,,,,19,,0,12,0,7,,251,,,,26,,,,203,,,72,125,22,,,,,,,93,129,66,,,63,,,,,,,,4,4,4,1,,,3,,,,0.11,41,41,48,27
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\InternalDistributionArchiveSetupPlugin.java",1,1,1,1,8,0,7,0,,,,,1,2,2,17,,17,5,1,,,,7,,0,6,0,1,,155,,,,17,,,,98,,,39,64,40,,,,,,,70,78,38,,,40,,,,,,,,2,2,2,1,,,0,,,,0.41,19,19,19,17
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\InternalDistributionBwcSetupPlugin.java",1,1,1,1,10,0,9,0,,,,,2,3,0,27,,27,10,6,,,,13,,2,5,0,6,,273,,,,33,,,,207,,,79,130,35,,,,,,,106,134,68,,,66,,,,,,,,8,8,10,1,,,3,,,,0.17,44,44,50,27
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\InternalDistributionDownloadPlugin.java",2,1,2,1,13,0,10,1,,,,,2,3,0,15,,15,6,2,,,,9,,1,4,0,4,,209,,,,30,,,,136,,,43,83,43,,,,,,,65,85,38,,,47,,,,,,,,8,6,9,1,,,2,,,,0.32,32,28,34,15
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\InternalPlugin.java",1,1,1,1,3,0,3,0,,,,,1,0,0,1,,1,1,0,,,,1,,1,0,0,0,,29,,,,3,,,,8,,,5,1,18,,,,,,,4,6,5,,,1,,,,,,,,1,1,1,1,,,0,,,,2.25,1,1,1,1
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\precommit\CheckstylePrecommitPlugin.java",1,1,1,1,11,0,9,0,,,,,2,0,0,9,,9,2,0,,,,2,,0,0,0,2,,109,,,,11,,,,72,,,34,42,26,,,,,,,50,58,34,,,24,,,,,,,,4,4,4,1,,,1,,,,0.36,14,14,14,9
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\precommit\DependencyLicensesPrecommitPlugin.java",1,1,1,1,7,0,6,0,,,,,1,0,0,4,,4,1,0,,,,1,,0,0,0,1,,54,,,,6,,,,28,,,18,13,20,,,,,,,18,20,15,,,5,,,,,,,,1,1,1,1,,,0,,,,0.71,4,4,4,4
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\precommit\DependencyLicensesTask.java",2,2,2,1,9,0,7,0,,,,,1,1,1,24,,24,19,6,,,,20,,3,7,0,10,,380,,,,54,,,,236,,,106,122,91,,,,,,,121,172,95,,,77,,,,,,,,12,12,15,1,,,2,,,,0.39,51,51,55,24
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\precommit\FilePermissionsPrecommitPlugin.java",1,1,1,1,4,0,4,0,,,,,1,0,0,5,,5,2,1,,,,2,,0,0,0,2,,56,,,,7,,,,31,,,16,12,18,,,,,,,13,16,14,,,2,,,,,,,,1,1,1,1,,,0,,,,0.58,5,5,5,5
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\precommit\FilePermissionsTask.java",1,1,1,1,6,0,6,0,,,,,1,1,0,7,,8,5,3,,,,6,,0,1,0,5,,124,,,,15,,,,80,,,46,32,30,,,,,,,41,50,37,,,13,,,,,,,,3,3,4,1,,,1,,,,0.38,10,10,12,7
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\precommit\ForbiddenApisPrecommitPlugin.java",1,1,1,1,29,1,27,0,,,,,3,0,0,6,,6,3,0,,,,3,,0,0,0,3,,131,,,,9,,,,102,,,34,69,20,,,,,,,62,73,36,,,37,,,,,,,,4,4,4,1,,,1,,,,0.20,11,11,11,6
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\precommit\ForbiddenPatternsPrecommitPlugin.java",1,1,1,1,5,0,5,0,,,,,1,0,0,5,,5,2,1,,,,2,,0,0,0,2,,54,,,,7,,,,29,,,16,10,18,,,,,,,15,18,14,,,4,,,,,,,,1,1,1,1,,,0,,,,0.62,5,5,5,5
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\precommit\ForbiddenPatternsTask.java",1,1,1,1,6,0,5,0,,,,,1,0,0,15,,17,10,3,,,,10,,3,0,0,7,,192,,,,19,,,,142,,,74,65,39,,,,,,,74,90,62,,,28,,,,,,,,4,4,4,1,,,2,,,,0.27,21,21,21,15
File,"buildSrc\src\main\java\org\elasticsearch\gradle\internal\precommit\InternalPrecommitTasks.java",3,3,3,1,34,3,16,15,,,,,1,1,0,1,,1,0,0,,,,1,,0,0,0,1,,65,,,,6,,,,22,,,6,12,37,,,,,,,14,18,6,,,12,,,,,,,,3,3,3,1,,,1,,,,1.68,3,3,3,1
