Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Constructor,"org.elasticsearch.gradle.DependenciesInfoTask.DependenciesInfoTask()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.elasticsearch.gradle.DependenciesInfoTask.createURL(String,String,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,0,,,,4,,,2,2,5,,,,2,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.25,1,1,1,1
Public Method,"org.elasticsearch.gradle.DependenciesInfoTask.generateDependenciesInfo()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,36,,,,7,,,,26,,,9,21,3,,,,22,5,1,13,18,9,,,9,,,4,4,4,4,2,,,,,2,,2,2,,,0.12,5,5,5,5
Lambda Method,"org.elasticsearch.gradle.DependenciesInfoTask.generateDependenciesInfo.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,3,0,,,,6,1,0,2,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DependenciesInfoTask.getCompileOnlyConfiguration()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.elasticsearch.gradle.DependenciesInfoTask.getDependencyInfoFile(String,String,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,23,,,,1,,,,22,,,4,20,0,,,,7,1,0,4,5,3,,,2,,,2,2,2,1,0,,,,,0,,0,0,,,0.00,5,5,6,4
Lambda Method,"org.elasticsearch.gradle.DependenciesInfoTask.getDependencyInfoFile.(lambda_expr_1)(,)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,0,1,0,,,,2,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.DependenciesInfoTask.getDependencyInfoFile.(lambda_expr_2)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,0,,,,4,,,1,3,0,,,,4,1,0,2,2,1,,,1,,,1,1,2,1,0,,,,,0,,0,0,,,0.00,1,1,2,1
Lambda Method,"org.elasticsearch.gradle.DependenciesInfoTask.getDependencyInfoFile.(lambda_expr_3)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,0,10,0,,,,3,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.elasticsearch.gradle.DependenciesInfoTask.getLicenseType(String,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,40,,,,3,,,,20,,,7,15,18,,,,12,4,1,10,13,7,,,6,,,3,3,3,1,1,,,,,0,,1,0,,,0.90,3,3,3,1
Public Method,"org.elasticsearch.gradle.DependenciesInfoTask.getLicensesDir()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DependenciesInfoTask.getMappings()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DependenciesInfoTask.getOutputFile()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DependenciesInfoTask.getRuntimeConfiguration()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DependenciesInfoTask.setCompileOnlyConfiguration(Configuration)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DependenciesInfoTask.setLicensesDir(File)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DependenciesInfoTask.setMappings(LinkedHashMap<String,String>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DependenciesInfoTask.setOutputFile(File)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DependenciesInfoTask.setRuntimeConfiguration(Configuration)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Interface,"org.elasticsearch.gradle.DistributionDependency",1,1,1,1,3,0,3,0,0,1,1,2,,1,0,,,,2,0,,,,3,3,3,0,0,0,,27,,,,6,,,,21,,,11,4,0,,,,,,,7,13,9,,,4,,,,,,,,1,1,1,1,,0,0,,0,0,0.00,1,1,1,1
Class,"org.elasticsearch.gradle.DistributionDependency.StringBasedDistributionDependency",1,1,1,1,3,0,3,0,2,0,0,0,,0,0,,,,3,1,,,,3,3,0,0,0,3,,17,,,,3,,,,14,,,7,3,0,,,,,,,4,8,5,,,3,,,,,,,,1,1,1,1,,1,0,,0,0,0.00,3,3,3,3
Public Constructor,"org.elasticsearch.gradle.DistributionDependency.StringBasedDistributionDependency.StringBasedDistributionDependency(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionDependency.StringBasedDistributionDependency.getDefaultNotation()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionDependency.StringBasedDistributionDependency.getExtractedNotation()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Abstract Method,"org.elasticsearch.gradle.DistributionDependency.getDefaultNotation()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.elasticsearch.gradle.DistributionDependency.getExtractedNotation()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Static Method,"org.elasticsearch.gradle.DistributionDependency.of(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.elasticsearch.gradle.DistributionDownloadPlugin",1,1,2,1,12,0,10,1,2,11,11,0,,4,7,,,,6,2,,,,10,10,0,7,0,3,,158,,,,17,,,,121,,,37,88,22,,,,,,,60,78,32,,,46,,,,,,,,8,8,9,1,,1,2,,85,70,0.18,28,28,29,19
Private Static Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.addIvyRepo(Project,String,String,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,0,,,,12,,,3,10,0,,,,3,1,0,8,9,2,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,3,3,3,3
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.addIvyRepo.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,0,,,,6,,,1,5,0,,,,5,1,0,4,4,0,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,2,2,2,2
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.addIvyRepo.(lambda_expr_1).(lambda_expr_2)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,2,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.addIvyRepo.(lambda_expr_3)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,0,3,0,,,,3,1,0,2,2,0,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,2,2,2,2
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.addIvyRepo.(lambda_expr_3).(lambda_expr_4)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,0,1,0,,,,2,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.apply(Project)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,,,,3,,,,19,,,4,17,0,,,,13,1,0,12,13,3,,,10,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,3,3,3,3
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.apply.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,0,,,,4,,,0,3,0,,,,4,1,0,2,2,0,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.apply.(lambda_expr_2)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,0,3,0,,,,5,1,0,2,2,0,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.dependencyNotation(ElasticsearchDistribution)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,34,,,,2,,,,24,,,6,18,8,,,,10,9,1,12,18,6,,,12,,,8,8,9,1,3,,,,,0,,2,0,,,0.33,8,8,9,1
Private Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.finalizeDistributionDependencies(Project,ElasticsearchDistribution)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,0,,,,8,,,3,5,4,,,,9,2,0,4,6,3,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0.50,2,2,2,1
Public Static Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.getContainer(Project)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,0,,,,3,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Static Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.getRegistrationsContainer(Project)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.resolveDependencyNotation(Project,ElasticsearchDistribution)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,,,,0,,,,8,,,1,6,0,,,,8,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,4,4,4,4
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.resolveDependencyNotation.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,0,,,,1,,,0,1,0,,,,3,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.resolveDependencyNotation.(lambda_expr_2)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,1,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.resolveDependencyNotation.(lambda_expr_3)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,3,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.setupDistributionContainer(Project,Provider<DockerSupportService>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,,,,0,,,,16,,,3,14,0,,,,4,1,0,6,7,3,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,2,2,2,2
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.setupDistributionContainer.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,,,,0,,,,13,,,2,12,0,,,,7,1,0,4,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,2,2,2,2
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.setupDistributionContainer.(lambda_expr_1).(lambda_expr_2)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,0,1,0,,,,2,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Static Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.setupDownloadServiceRepo(Project)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,,,,0,,,,7,,,1,4,2,,,,3,2,0,3,5,1,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.29,2,2,2,1
Private Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.setupResolutionsContainer(Project)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,,,,0,,,,7,,,1,5,1,,,,5,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.14,2,2,2,2
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPlugin.setupResolutionsContainer.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,0,1,0,,,,3,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.elasticsearch.gradle.DistributionDownloadPluginTests",1,1,1,1,13,0,13,0,1,9,9,0,,1,13,,,,19,0,,,,20,21,0,6,0,14,,319,,,,24,,,,291,,,101,193,4,,,,,,,87,136,67,,,69,,,,,,,,5,5,5,1,,4,3,,90,19,0.01,43,43,43,23
Private Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.assertDistroError(Project,String,String,Type,Platform,Flavor,Boolean,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16,,,,0,,,,16,,,12,5,0,,,,4,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,2,2,2,2
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.assertDistroError.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,0,,,,1,,,0,1,0,,,,2,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.checkBwc(String,String,Version,Type,Platform,Flavor,BwcVersions,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,16,,,,0,,,,16,,,12,5,0,,,,11,1,0,5,6,3,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.checkDistro(Project,String,String,Type,Platform,Flavor,Boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,,,,0,,,,13,,,10,3,0,,,,3,1,0,3,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.createDistro(Project,String,String,Type,Platform,Flavor,Boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,28,,,,0,,,,28,,,10,13,0,,,,4,1,0,7,13,2,,,11,,,1,1,1,1,0,,,,,0,,1,0,,,0.00,7,7,7,2
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.createDistro.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,,,,0,,,,17,,,0,11,0,,,,6,32,2,5,10,0,,,10,,,6,6,6,1,0,,,,,0,,0,0,,,0.00,6,6,6,1
Private Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.createProject(BwcVersions,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,,,,0,,,,14,,,3,11,0,,,,15,2,0,10,12,3,,,9,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,3,3,3,2
Lambda Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.createProject.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,0,1,0,,,,2,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Static Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.projectName(String,Flavor,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,,,,1,,,,10,,,2,6,0,,,,1,4,1,4,7,2,,,5,,,3,3,3,1,0,,,,,0,,1,0,,,0.00,3,3,3,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testBadVersionFormat()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,0,,,,12,,,1,10,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testBundledJdkDefault()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,12,,,3,10,0,,,,4,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testBundledJdkForIntegTest()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,0,,,,12,,,1,10,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testFlavorDefault()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,0,,,,12,,,3,10,0,,,,4,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testFlavorForIntegTest()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,12,,,1,10,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testLocalBwcArchives()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14,,,,1,,,,12,,,2,8,1,,,,5,3,0,6,11,4,,,7,,,4,4,4,1,0,,,,,0,,2,0,,,0.08,4,4,4,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testLocalBwcPackages()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,,,,1,,,,11,,,2,7,1,,,,4,3,0,5,10,4,,,6,,,3,3,3,1,0,,,,,0,,2,0,,,0.09,3,3,3,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testLocalCurrentVersionArchives()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,,,,0,,,,15,,,4,10,1,,,,15,4,1,7,14,7,,,7,,,5,5,5,1,0,,,,,0,,3,0,,,0.07,5,5,5,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testLocalCurrentVersionIntegTestZip()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,7,,,3,5,0,,,,11,1,0,5,6,3,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testLocalCurrentVersionPackages()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,0,,,,14,,,4,9,0,,,,14,4,1,6,13,7,,,6,,,4,4,4,1,0,,,,,0,,3,0,,,0.00,4,4,4,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testPlatformDefault()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,0,,,,12,,,3,10,0,,,,4,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testPlatformForIntegTest()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,12,,,1,10,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testTypeDefault()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,0,,,,12,,,3,10,0,,,,4,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionDownloadPluginTests.testVersionDefault()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,0,,,,12,,,3,10,0,,,,5,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.elasticsearch.gradle.DistributionResolution",1,1,1,1,3,0,3,0,1,1,1,0,,0,0,,,,6,3,,,,6,6,0,0,0,6,,33,,,,7,,,,26,,,12,6,0,,,,,,,10,18,12,,,6,,,,,,,,1,1,1,1,,1,0,,66,66,0.00,6,6,6,6
Public Constructor,"org.elasticsearch.gradle.DistributionResolution.DistributionResolution(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Interface,"org.elasticsearch.gradle.DistributionResolution.Resolver",0,0,0,0,0,0,0,0,0,2,2,0,,0,0,,,,1,0,,,,1,1,1,0,0,0,,3,,,,0,,,,3,,,2,0,0,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,0.00,0,0,0,0
Abstract Method,"org.elasticsearch.gradle.DistributionResolution.Resolver.resolve(Project,ElasticsearchDistribution)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0,,,,1,,,1,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Public Method,"org.elasticsearch.gradle.DistributionResolution.getName()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionResolution.getPriority()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionResolution.getResolver()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionResolution.setPriority(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.DistributionResolution.setResolver(Resolver)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Enum Type,"org.elasticsearch.gradle.DockerBase",1,1,1,1,1,0,1,0,1,0,0,0,,0,0,,,,4,4,,,,4,4,1,0,0,3,,20,,,,3,,,,12,,,7,2,5,,,,,,,4,6,4,,,2,,,,,,,,1,1,1,1,,1,0,,,,0.42,4,4,4,4
